,Unnamed: 0,Unnamed: 0.1,Hotel_name,Price_before_Discount,Price_after_Discount,Tax_and_Charges,Type_of_Room,Type_of_Beds,Rating,Review,No_of_Reviews,Rooms_left,Cancellation
0,0,0,FabHotel Phoenix,4650,2279, 273 ,Deluxe Room,1 large double bed,7.3,Good ,70,Only 6 rooms left ,Free cancellation
1,1,1,Novotel Bengaluru Outer Ring Road,0,8075, 1454 ,"Deluxe King or Twin Room with 20% Discount on Food, Soft Beverages, Spa", 1 double or 2 singles,7.6,Good ,459,Only 7 rooms left ,FREE cancellation • No prepayment needed
2,2,2,Townhouse OAK M & M Hospitality,1112,556, 30 ,Classic Triple Room,1 extra-large double bed,5.3,Plesant ,9,No Rooms left,FREE cancellation • No prepayment needed
3,3,3,Benaka Suites,0,2999, 360 ,One BHK with Kitchen,"2 beds (1 extra-large double, 1 bunk bed)",8.1,Very good ,68,Only 2 rooms left ,FREE cancellation • No prepayment needed
4,4,4,Vistar Resort & Hotels,0,2549, 306 ,Standard Double Room with Fan,1 extra-large double bed,8.4,Very good ,28,Only 5 rooms left ,FREE cancellation • No prepayment needed
5,5,5,Hyatt Centric MG Road Bangalore,0,8000, 1440 ,King Room,1 extra-large double bed,8.2,Very good ,1018,No Rooms left,FREE cancellation • No prepayment needed
6,6,6,Goldfinch Hotel Bangalore,0,3749, 450 ,Superior Room,"3 beds (2 singles, 1 extra-large double)",7.4,Good ,214,Only 1 room left ,FREE cancellation • No prepayment needed
7,7,7,Grand Mercure Bengaluru at Gopalan Mall - An Accor Brand,0,7650, 1377 ,Deluxe Double or Twin Room, 1 double or 2 singles,8.7,Fabulous ,505,Only 7 rooms left ,FREE cancellation • No prepayment needed
8,8,8,OYO 385 TownHouse Navya International Ramamurthy Nagar,1952,976, 30 ,Standard Double Room,1 extra-large double bed,6.4,Plesant ,31,No Rooms left,Free cancellation
9,9,9,Hotel Coffee Bean,0,5130, 616 ,[Sanitised]Superior Double Room,1 double bed,8.4,Very good ,7,No Rooms left,FREE cancellation • No prepayment needed
10,10,10,Radisson Bengaluru City Center,0,7199, 1008 ,Superior Room with City View, 1 double or 2 singles,8.4,Very good ,1063,Only 3 rooms left ,FREE cancellation • No prepayment needed
11,11,11,"Holiday Inn Express Bengaluru Yeshwantpur, an IHG Hotel",0,4299, 516 ,Superior Queen Room - Non-Smoking,1 double bed,7.0,Good ,627,No Rooms left,FREE cancellation • No prepayment needed
12,12,12,Taj MG Road Bengaluru,0,9000, 1620 ,Deluxe Room City View  King Bed,1 extra-large double bed,8.8,Fabulous ,764,No Rooms left,Free cancellation
13,13,13,Olive Indiranagar - By Embassy Group,4071,2850, 342 ,Standard Double Room,1 large double bed,6.8,Plesant ,311,Only 1 room left ,FREE cancellation • No prepayment needed
14,14,14,"Holiday Inn Express Bengaluru Whitefield ITPL, an IHG Hotel",0,3699, 444 ,Superior Double or Twin Room with 15% discount on Food and Beverage, 1 double or 2 singles,7.1,Good ,342,No Rooms left,FREE cancellation • No prepayment needed
15,15,15,OYO 11688 Petuni Boutique Hotel,1384,900, 30 ,Standard Double Room,1 large double bed,4.6,Plesant ,12,Only 1 room left ,Free cancellation
16,16,16,OYO 79571 Hotel Golden Paradise,1600,800, 30 ,Deluxe Double Room,1 large double bed,8.5,Very good ,2,No Rooms left,FREE cancellation • No prepayment needed
17,17,17,Taj West End,0,9750, 1755 ,Standard Double Room,1 extra-large double bed,8.3,Very good ,427,Only 7 rooms left ,
18,18,18,Shangri-La Bengaluru,0,12000, 2160 ,Deluxe King Room,1 extra-large double bed,8.8,Fabulous ,928,No Rooms left,FREE cancellation • No prepayment needed
19,19,19,The Oberoi Bengaluru,0,10500, 1890 ,Deluxe Double or Twin Room,1 large double bed,9.4,Superb ,1495,No Rooms left,Free cancellation
20,20,20,"Welcomhotel by ITC Hotels, Richmond Road, Bengaluru",0,8800, 1584 ,Superior Twin Room,2 single beds,8.3,Very good ,1888,Only 1 room left ,
21,21,21,Sanctum Suites Domlur Bangalore,0,2800, 336 ,Deluxe Queen Room,1 double bed,7.4,Good ,90,Only 2 rooms left ,FREE cancellation • No prepayment needed
22,22,22,OYO 62331 GN Collection O,2006,1003, 150 ,Standard Double Room,1 large double bed,6.9,Plesant ,19,No Rooms left,Free cancellation
23,23,23,KSTDC KumaraKrupa Hotel,0,2000, 240 ,Deluxe Room (2 Adults + 1 Child),1 extra-large double bed,8.4,Very good ,230,No Rooms left,FREE cancellation • No prepayment needed
24,24,24,The Chancery Hotel,0,4599, 552 ,Deluxe Double or Twin Room, 1 double or 2 singles,6.8,Plesant ,201,No Rooms left,
25,25,25,The Chancery Hotel,0,4599, 552 ,Deluxe Double or Twin Room, 1 double or 2 singles,6.8,Plesant ,201,No Rooms left,
26,26,26,Hotel Ramanashree Richmond,0,3200, 384 ,Club Room,1 double bed,6.9,Plesant ,174,Only 5 rooms left ,FREE cancellation • No prepayment needed
27,27,27,"The Elanza Hotel, Bangalore",0,4498, 540 ,Deluxe Double or Twin Room,Multiple bed types,7.3,Good ,277,Only 6 rooms left ,FREE cancellation • No prepayment needed
28,28,28,"The Royale Senate, Hebbal, Bengaluru",0,3600, 432 ,Deluxe Double or Twin Room, 1 double or 2 singles,7.7,Good ,41,No Rooms left,FREE cancellation • No prepayment needed
29,29,29,Aloft Bengaluru Cessna Business Park,0,8500, 1530 ,"Aloft Room, Guest room, 1 King, City view with 24 Hrs Check-in & Check-out",1 extra-large double bed,8.7,Fabulous ,198,Only 3 rooms left ,FREE cancellation • No prepayment needed
30,30,30,Nexstay Rainbow Business Hotel,0,1499, 180 ,Standard Double Room,1 single bed,6.9,Plesant ,111,Only 2 rooms left ,FREE cancellation • No prepayment needed
31,31,31,"Holiday Inn Bengaluru Racecourse, an IHG Hotel",0,7499, 900 ,Superior Queen Room - Non-Smoking,1 double bed,7.3,Good ,724,No Rooms left,FREE cancellation • No prepayment needed
32,32,32,Sarovar Portico Outer Ring Road,5249,4724, 567 ,Deluxe Double Room,1 double bed,7.6,Good ,191,Only 1 room left ,
33,33,33,Fairfield by Marriott Bengaluru Rajajinagar,0,5799, 696 ,Fairfield Deluxe Room ,1 extra-large double bed,7.3,Good ,421,Only 4 rooms left ,FREE cancellation • No prepayment needed
34,34,34,Sanctum Suites Indiranagar Bangalore,0,2800, 336 ,Deluxe Queen Room,1 double bed,8.0,Very good ,25,Only 4 rooms left ,FREE cancellation • No prepayment needed
35,35,35,Hotel Grand Suites,0,1100, 132 ,Standard Double Room,1 large double bed,6.7,Plesant ,304,Only 1 room left ,Free cancellation
36,36,36,"Liwa - The Transit Hotel, Bengaluru",0,3215, 386 ,King Room,1 extra-large double bed,7.5,Good ,121,Only 7 rooms left ,FREE cancellation • No prepayment needed
37,37,37,Casa Cottage,5000,3750, 450 ,Deluxe Room, 1 double or 2 singles,8.3,Very good ,178,Only 1 room left ,
38,38,38,Daffodil Delight,0,2049, 246 ,Standard Double or Twin Room, 1 double or 2 singles,7.2,Good ,130,Only 2 rooms left ,Free cancellation
39,39,39,Melange Astris,0,6000, 720 ,Luxury Suite,Entire studio • 1 bathroom • 1 kitchen • 55m²1 large double bed,7.8,Good ,331,Only 1 left ,
40,40,40,Hotel Bangalore Gate,0,2450, 294 ,Executive Double or Twin Room, 1 double or 2 singles,8.0,Very good ,79,Only 3 rooms left ,Free cancellation
41,41,41,"Holiday Inn Express & Suites Bengaluru Old Madras Road, an IHG Hotel",0,4749, 570 ,Standard Room with Free Buffet Breakfast & 10% Disc on F&B,2 single beds,8.3,Very good ,471,No Rooms left,Free cancellation
42,42,42,De Venetian by TGI,0,3599, 432 ,Superior Double Room,1 large double bed,7.8,Good ,22,Only 7 rooms left ,
43,43,43,OYO 81833 Hotel Red Rose,1683,1094, 176 ,Classic Triple Room,2 extra-large double beds,6.2,Plesant ,55,No Rooms left,FREE cancellation • No prepayment needed
44,44,44,OYO Townhouse 76427 Hotel Skyline,810,510, 60 ,Deluxe Double Room,1 extra-large double bed,0.0,No Review,0,No Rooms left,Free cancellation
45,45,45,Aloft Bengaluru Whitefield,0,5525, 663 ,"Aloft Room, 2 Queen, City view",1 large double bed,8.0,Very good ,154,No Rooms left,FREE cancellation • No prepayment needed
46,46,46,Hotel RR International,0,1440, 173 ,Deluxe Double Room (Non-A/C), 1 double or 2 singles,6.8,Plesant ,381,No Rooms left,Free cancellation
47,47,47,Capital O 46423 Clove Boutique Hotel Rajaji Nagar,3466,1733, 238 ,Deluxe Double Room,1 extra-large double bed,6.1,Plesant ,10,No Rooms left,Free cancellation
48,48,48,FabHotel Rotano Suites Yelahanka,3021,1631, 196 ,Deluxe Room,1 double bed,7.7,Good ,171,No Rooms left,Free cancellation
49,49,49,Sanctum Suites BEL Road Bangalore,0,2900, 348 ,Standard King Room,1 extra-large double bed,7.2,Good ,71,Only 5 rooms left ,FREE cancellation • No prepayment needed
50,50,50,The Curzon Court,0,2200, 330 ,Standard Double or Twin Room,Multiple bed types,7.0,Good ,34,No Rooms left,
51,51,51,MySpace Forest Keys,2970,2228, 267 ,Standard Double Room,1 large double bed,6.9,Plesant ,55,No Rooms left,Free cancellation
52,52,52,FabHotel Crown Suites,3648,1970, 236 ,Deluxe Room,1 large double bed,8.1,Very good ,170,Only 1 room left ,Free cancellation
53,53,53,FabHotel Phoenix Resorts,3750,2025, 243 ,Deluxe Room,1 large double bed,6.0,Plesant ,40,Only 5 rooms left ,Free cancellation
54,54,54,FabHotel Astra Electronic City,2916,1575, 189 ,(Sanitised) Superior Double Room,1 double bed,7.3,Good ,234,Only 2 rooms left ,Free cancellation
55,55,55,Conrad Bengaluru,0,11000, 1980 ,Deluxe King Room - Lake View,1 extra-large double bed,8.4,Very good ,1081,No Rooms left,FREE cancellation • No prepayment needed
56,56,56,FabHotel Prime Ivory Pearl II,3958,2137, 256 ,Superior Double Room,1 extra-large double bed,7.4,Good ,142,No Rooms left,Free cancellation
57,57,57,Iris Suites,3500,2625, 315 ,Twin Room,1 double bed,8.1,Very good ,19,No Rooms left,Free cancellation
58,58,58,The Porch Inn Hotel/Service Apartments,0,2063, 247 ,Standard Double Room,1 large double bed,8.3,Very good ,218,Only 2 rooms left ,
59,59,59,Radisson Blu Atria Bengaluru,0,8400, 1512 ,Superior Room, 1 double or 2 singles,8.2,Very good ,1186,No Rooms left,FREE cancellation • No prepayment needed
60,60,60,Zion - A Luxurious Hotel,4000,3800, 456 ,Double or Twin Room,1 extra-large double bed,7.2,Good ,93,No Rooms left,FREE cancellation • No prepayment needed
61,61,61,Fairfield by Marriott Bengaluru Outer Ring Road,0,7500, 900 ,Deluxe Queen or Twin Room with City View & Flexible check-in/check-out,1 large double bed,8.6,Fabulous ,204,No Rooms left,FREE cancellation • No prepayment needed
62,62,62,Monarch Brigade Road,0,3800, 456 ,Standard Double or Twin Room,Multiple bed types,7.3,Good ,641,Only 2 rooms left ,FREE cancellation • No prepayment needed
63,63,63,B R Inn,0,899,Includes ,AC Deluxe ,1 double bed,8.2,Very good ,61,Only 5 rooms left ,Free cancellation
64,64,64,JP Cordial Hotel,0,2450, 358 ,Deluxe Double or Twin Room,1 extra-large double bed,6.8,Plesant ,32,No Rooms left,FREE cancellation • No prepayment needed
65,65,65,Hotel Royal Orchid Bangalore,7921,7525, 1354 ,Deluxe Twin Room,2 single beds,7.2,Good ,766,No Rooms left,FREE cancellation • No prepayment needed
66,66,66,ibis Bengaluru Hosur Road - An Accor Brand,0,4505, 541 ,Standard Queen Room,1 large double bed,7.7,Good ,673,No Rooms left,FREE cancellation • No prepayment needed
67,67,67,Radisson Blu Bengaluru Outer Ring Road,0,8400, 1512 ,Superior Room, 1 double or 2 singles,7.9,Good ,719,No Rooms left,FREE cancellation • No prepayment needed
68,68,68,Komfort Terraces Bangalore,0,1607, 193 ,Deluxe Double Room with 24 Hours Check-In & Check Out,1 double bed,5.9,Plesant ,221,Only 3 rooms left ,
69,69,69,Hotel Garden Residency By WB Inn,0,1530, 184 ,Budget Double Room,1 large double bed,0.0,No Review,0,Only 4 rooms left ,
70,70,70,JW Marriott Hotel Bengaluru,0,13350, 2403 ,Deluxe Room 2 Twin,1 extra-large double bed,8.1,Very good ,226,Only 5 rooms left ,FREE cancellation • No prepayment needed
71,71,71,Hilton Bangalore Embassy GolfLinks,0,9500, 1710 ,"King Hilton Guestroom with Sofa cum Bed, Bathtub, 15% disc on F&B andSpa",1 extra-large double bed,8.5,Very good ,508,No Rooms left,FREE cancellation • No prepayment needed
72,72,72,OYO 10475 PMR Hotel,1380,869, 30 ,Classic Triple Room,1 extra-large double bed,5.4,Plesant ,89,No Rooms left,Free cancellation
73,73,73,FabHotel Grand View,3854,2081, 250 ,Deluxe Room,1 large double bed,7.0,Good ,41,No Rooms left,Free cancellation
74,74,74,Novotel Bengaluru Outer Ring Road,0,8075, 1454 ,"Deluxe King or Twin Room with 20% Discount on Food, Soft Beverages, Spa", 1 double or 2 singles,7.6,Good ,459,Only 7 rooms left ,FREE cancellation • No prepayment needed
75,75,75,Radisson Blu Bengaluru Outer Ring Road,0,8400, 1512 ,Superior Room, 1 double or 2 singles,7.9,Good ,719,No Rooms left,FREE cancellation • No prepayment needed
76,76,76,Komfort Terraces Bangalore,0,1607, 193 ,Deluxe Double Room with 24 Hours Check-In & Check Out,1 double bed,5.9,Plesant ,221,Only 3 rooms left ,
77,77,77,Hotel Garden Residency By WB Inn,0,1530, 184 ,Budget Double Room,1 large double bed,0.0,No Review,0,Only 4 rooms left ,
78,78,78,JW Marriott Hotel Bengaluru,0,13350, 2403 ,Deluxe Room 2 Twin,1 extra-large double bed,8.1,Very good ,226,Only 5 rooms left ,FREE cancellation • No prepayment needed
79,79,79,Hotel Arafa Inn,0,1800, 216 ,Deluxe Room,1 large double bed,7.6,Good ,246,No Rooms left,FREE cancellation • No prepayment needed
80,80,80,Hilton Bangalore Embassy GolfLinks,0,9500, 1710 ,"King Hilton Guestroom with Sofa cum Bed, Bathtub, 15% disc on F&B andSpa",1 extra-large double bed,8.5,Very good ,508,No Rooms left,FREE cancellation • No prepayment needed
81,81,81,OYO 10475 PMR Hotel,1380,869, 30 ,Classic Triple Room,1 extra-large double bed,5.4,Plesant ,89,No Rooms left,Free cancellation
82,82,82,FabHotel Grand View,3854,2081, 250 ,Deluxe Room,1 large double bed,7.0,Good ,41,No Rooms left,Free cancellation
83,83,83,Four Seasons Hotel Bengaluru at Embassy ONE,0,13175, 2372 ,Superior King Room,1 extra-large double bed,9.4,Superb ,601,No Rooms left,FREE cancellation • No prepayment needed
84,84,84,Caramel Hotels,3717,2602, 312 ,Deluxe Double Room,1 extra-large double bed,7.2,Good ,118,Only 1 room left ,Free cancellation
85,85,85,Fairfield by Marriott Bengaluru Whitefield,0,8199, 984 ,"Fairfield Premier Room, Guest Room, with Double Bed & Flexible check-in/check-out",1 double bed,8.1,Very good ,251,Only 3 rooms left ,FREE cancellation • No prepayment needed
86,86,86,Ramada Encore Domlur Bangalore,0,6300, 756 ,Deluxe Twin Room,2 single beds,8.1,Very good ,322,Only 4 rooms left ,FREE cancellation • No prepayment needed
